course_name,race_name,off_time,horse_name,betfair_price,trainer_name,jockey_name,market_rank
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares Hurdl,13:55:00,Thisistheway (IRE),2.00,Yvonne Latta,Darragh O'Keeffe,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares Hurdl,13:55:00,World Of Fortunes (IRE),2.00,L Kenny,J C Gainford,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares Hurdl,13:55:00,Feet Of A Dancer (FR),2.00,P Nolan,Conor Stone-Walsh,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares Hurdl,13:55:00,Mousey Brown (IRE),2.00,D A McLoughlin,Patrick M O'Brien,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares Hurdl,13:55:00,Farfromnowhere (IRE),2.00,P Nolan,Sean O'Keeffe,1
Stratford,Steve And Madeleine's 10 Year Anniversary Mares' H,14:05:00,Kitty Foyle (IRE),2.82,Daisy Hitchins,Robbie David,1
Stratford,Steve And Madeleine's 10 Year Anniversary Mares' H,14:05:00,Seeyouinmydreams (GB),2.84,P F Nicholls,Jay Tidball,2
Stratford,Steve And Madeleine's 10 Year Anniversary Mares' H,14:05:00,Lagertha (IRE),2.90,Katy Price,S Bowen,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mares' H,14:05:00,Getmetothemoon (GB),7.00,A J Honeyball,Chad Bament,4
Stratford,Steve And Madeleine's 10 Year Anniversary Mares' H,14:05:00,Quick Of The Night (GB),9.00,Dave Roberts,Lee Edwards,5
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,South Island (IRE),1.90,Donnacha O'Brien,Gavin Ryan,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,A Boy Named Susie (IRE),1.90,Donnacha O'Brien,Chris Hayes,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,Listentodwindblow (IRE),1.90,J P O'Brien,Wayne Hassett,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,Thread Of Gold (IRE),1.90,W P Mullins,J M Sheridan,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,Christmas Day (IRE),1.90,A P O'Brien,J Cleary,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,Nil Bua Gan Dua (USA),1.90,J P O'Brien,Declan McDonogh,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,Port Of Spain (IRE),1.90,A P O'Brien,S B Kelly,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group 3),14:15:00,Piazza San Marco (USA),1.97,A P O'Brien,Ronan Whelan,8
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Field Of Gold (IRE),2.94,J & T Gosden,Colin Keane,1
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Rosallion (IRE),6.40,R Hannon,S M Levey,2
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Never So Brave (IRE),9.20,A M Balding,Oisin Murphy,3
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Fallen Angel (FR),10.00,K R Burke,James Doyle,4
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Docklands (GB),16.00,Harry Eustace,Tom Marquand,5
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,The Lion In Winter (IRE),19.00,A P O'Brien,C Soumillon,6
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Carl Spackler (IRE),24.00,J & T Gosden,W Buick,7
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Facteur Cheval (IRE),29.00,J Reynier,M Barzalona,8
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Marvelman (IRE),30.00,A M Balding,P J McDonald,9
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Alakazi (FR),32.00,J P Murtagh,Ben Coen,10
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Tamfana (GER),40.00,D Menuisier,Rossa Ryan,11
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Dancing Gemini (IRE),55.00,R A Teal,K Shoemark,12
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,January (GB),60.00,A P O'Brien,W J Lee,13
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Exactly (GB),85.00,A P O'Brien,Wayne Lordan,14
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Quddwah (GB),110.00,S & E Crisford,S De Sousa,15
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco) (Gr,14:25:00,Cicero's Gift,120.00,C Hills,Jason Watson,16
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Shadow Paddy (IRE),2.20,E McCarthy,Simon Torrens,1
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Carrigg Island (IRE),2.20,E McCarthy,Darragh O'Keeffe,1
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Ballykinlar (IRE),2.20,Donncha Duggan,Eoin Staples,1
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Dramatic License (IRE),2.20,S R B Crawford,J J Slevin,1
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Ephesus (IRE),2.20,D Hogan,Daniel King,1
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Kilbuny Supersonic (IRE),2.20,Richard J O'Hara,Cian Quirke,1
Limerick,"Tote Guarantee, Never Beaten By SP Novice Hurdle (",14:30:00,Strong Contender,2.20,N Lee,Sam Ewing,1
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,St Lukes Chelsea (GB),2.20,R Walford,Freddie Keighley,1
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,Cornish Storm (GB),2.20,W S Kittow,R T Dunne,1
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,Courageous Strike (GB),2.90,P F Nicholls,H Cobden,3
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,Manuelito (GB),3.40,P Hobbs & J White,Ben Jones,4
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,Dance And Glance (GB),5.80,A J Honeyball,J J Burke,5
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,Tax For Max (GER),6.20,N & W Twiston-Davies,Sam Twiston-Davies,6
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,Bluegrass (IRE),7.80,S Edmunds,Charlie Hammond,7
Newton Abbot,Wollens Full Spectrum Law Handicap Hurdle,14:35:00,American Land (IRE),10.50,J Tizzard,Brendan Powell,8
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Sassified (IRE),3.15,James Owen,S Bowen,1
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Baikal (GB),3.95,G Harris,Joe Anderson,2
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Basilette (IRE),5.30,J W Mullins,Daniel Sansom,3
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Northern Rose (IRE),6.00,G Hanmer,Jack Hogan,4
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Cawthorne Banker (IRE),6.00,J & A O'Neill,Jonjo O'Neill Jr.,4
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Dreamweaver (IRE),9.00,Dr R Newland & J Insole,Luke Scott,6
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,G'day Aussie,9.00,Dave Roberts,Lee Edwards,6
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Fight For It (IRE),12.00,J G M O'Shea,Kielan Woods,8
Stratford,Jaxon Daiquiri's First Year Handicap Hurdle,14:40:00,Hardy Buck (IRE),12.00,A Gibbons,James Turner,8
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Push Harder (IRE),1.50,C Timmons,James Ryan,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Micaela De Lujan (GB),1.50,G P Cromwell,Robert Whearty,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Take A Bow (GB),1.50,A P O'Brien,J Cleary,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Keepsgettingbetter (IRE),1.50,Donnacha O'Brien,Gavin Ryan,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Divine Legend,1.50,J P Murtagh,Seamie Heffernan,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Trumph,1.50,Mrs J Harrington,Nathan Crosse,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Aquilla Star (IRE),1.50,J C McConnell,Donagh O'Connor,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Charm Of Venice,1.50,A Oliver,Jack Kearney,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Arizona Star (IRE),1.50,P McCreery,Leigh Roche,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Celestially,1.50,Donnacha O'Brien,P A Harnett,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Croi Gra,1.50,N Lupini,J M Sheridan,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Garden Party (GB),1.50,A P O'Brien,Liam Keniry,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Shamlia,1.50,J P Murtagh,N G McCullagh,1
Leopardstown,Irish Stallion Farms EBF Fillies Maiden,14:50:00,Minerva (IRE),1.54,A P O'Brien,Ronan Whelan,14
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Farrokh (FR),2.50,B Connell,Sean Flanagan,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Quint Major (IRE),2.50,M A Molloy,Liam McKenna,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Pahlavi (IRE),2.50,J J Hanlon,Ben Harvey,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Weston (GER),2.50,H Rogers,Darragh O'Keeffe,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Synchronize (IRE),2.50,J Morrison,Shane Fitzgerald,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Footstepstoglory (IRE),2.50,D H Kelly,Cian Quirke,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,St Denis's Well,2.50,Ian Donoghue,Sam Ewing,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Lenjoleur De Palma (FR),2.50,E McNamara,Calum Hogan,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Arthur's Victory,2.50,J Nash,G Brouder,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Yosemite Gold (GB),2.50,E Doyle,Phillip Enright,1
Limerick,Master Chefs Classic Handicap Hurdle,15:00:00,Matt Connor (IRE),2.52,J P Dempsey,J C Gainford,11
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Ombudsman (IRE),2.92,J & T Gosden,W Buick,1
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Calandagan (IRE),3.95,F Graffard,M Barzalona,2
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Delacroix (IRE),5.60,A P O'Brien,C Soumillon,3
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Economics (GB),14.50,W J Haggas,Tom Marquand,4
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Almeric (GB),17.00,A M Balding,Oisin Murphy,5
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Almaqam (GB),24.00,E Walker,K Shoemark,6
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Fox Legacy (GB),27.00,A M Balding,P J McDonald,7
Ascot,Qipco Champion Stakes (Group 1),15:05:00,First Look (FR),30.00,A Fabre,James Doyle,8
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Devil's Advocate,130.00,J & T Gosden,R Havlin,9
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Mount Kilimanjaro (FR),190.00,A P O'Brien,Wayne Lordan,10
Ascot,Qipco Champion Stakes (Group 1),15:05:00,Prague (IRE),200.00,Dylan Cunha,Benoit D L Sayette,11
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Stinginhisstep (GB),3.20,Mrs S Gardner,Sean Houlihan,1
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Despereaux (FR),3.20,Mrs J Williams,J J Burke,1
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Coconut Twist (IRE),4.00,Daisy Hitchins,Harry Reed,3
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Striking A Pose (IRE),5.10,J Tizzard,Brendan Powell,4
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Diplomatie (FR),5.10,Harry Derham,Miss Victoria Malzard,4
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Busy Being Busy (IRE),5.60,S Edmunds,Charlie Hammond,6
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Elusiveness (IRE),8.00,J Scott,Lorcan Williams,7
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,El Capitaine (IRE),8.00,K Woollacott,H Cobden,7
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Al Sayah (GB),8.40,N P Mulholland,C O'Farrell,9
Newton Abbot,Remembering Len & Pam Cartwright Handicap Hurdle,15:15:00,Moorland Rambler (GB),10.00,Mrs J Williams,C Gethings,10
Leopardstown,Killavullan Stakes (Group 3),15:20:00,Mumhan (IRE),2.10,J S Bolger,Seamie Heffernan,1
Leopardstown,Killavullan Stakes (Group 3),15:20:00,Spangled Sands (IRE),2.10,J P O'Brien,Declan McDonogh,1
Leopardstown,Killavullan Stakes (Group 3),15:20:00,Daytona (IRE),2.10,A P O'Brien,Ronan Whelan,1
Leopardstown,Killavullan Stakes (Group 3),15:20:00,Dorset (IRE),2.10,A P O'Brien,J Cleary,1
Leopardstown,Killavullan Stakes (Group 3),15:20:00,Yaupon De Replay (USA),2.10,J P O'Brien,Chris Hayes,1
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Yorgunnabeplucky (GB),2.34,Evan Williams,Adam Wedge,1
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Tedwin Hills (IRE),2.44,W Greatrex,James Bowen,2
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Invictus Allen (FR),4.50,Christian Williams,Jack Tudor,3
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Annie Nail (IRE),5.80,Tracey Leeson,Tabitha Worsley,4
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Bahtiyar (FR),10.00,M Young,Murray Dodd,5
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Outback Frontiers (IRE),14.00,J G M O'Shea,James Turner,6
Stratford,Stephen John Thombs Memorial Handicap Chase,15:25:00,Jobesgreen Lad (GB),26.00,Mrs Tracey Barfoot-Saunt,Mr Harvey Barfoot-Saunt,7
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Super Saiyan (IRE),3.50,Billy Aprahamian,Joey Haynes,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Queue Dos (GB),3.50,J S Moore,William Cox,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Fair Wind (GB),3.50,Owen Burrows,Finley Marsh,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Coul Angel (IRE),3.50,M Appleby,Hollie Doyle,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Marty Hopkirk (IRE),3.50,D Loughnane,Laura Pearson,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Regal Envoy (IRE),3.50,W J Knight,L Morris,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Probe (GB),3.50,J Candlish,George Wood,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Brooklyn Nine Nine (IRE),3.50,R A Fahey,Cam Hardie,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Wicket Keeper (IRE),3.50,E Bethell,K Stott,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Atomic Force (IRE),3.50,E Bethell,P Cosgrave,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Papa Cocktail (IRE),3.50,M Herrington,Dylan Hogan,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Almarada Prince (IRE),3.50,I Furtado,Jordan Nason,1
Wolverhampton (AW),At The Races App Expert Tips Handicap,15:29:00,Miraculous (IRE),3.50,R Varian,J Mitchell,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Gaelic Des Chastys (FR),1.03,E McNamara,Calum Hogan,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Ballerina Boxer (IRE),1.03,William Harvey,Ben Harvey,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,The Holmeister (IRE),1.03,David Barry,John Shinnick,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Wild Mandate (IRE),1.03,M M McNiff,Phillip Enright,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,He Might Be Lucky (IRE),1.03,L Young,Reserve 3,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Blossom De Mai (FR),1.03,P J Rothwell,Tiernan Power Roche,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Betty Dutton (IRE),1.03,A Slattery,Philip Donovan,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Hay Baby (IRE),1.03,Peter Fahey,Sam Ewing,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Scottish Dancer (IRE),1.03,E Doyle,Paddy Cody,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,The Sugarhill Lady (IRE),1.03,E McNamara,Michael Kenneally,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Inchidaly Copper (IRE),1.03,A Ott,Mr A Burke-Ott,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Lummi Island (IRE),1.03,D Deacon,Philip Byrnes,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Moulane West (IRE),1.03,M M McNiff,Reserve 2,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Hurricane Honey (IRE),1.03,A Murray,Kieren Buckley,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Tennesse Boy (IRE),1.03,R Tyner,Reserve 1,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Whitewinewednesday (IRE),1.03,M A Daly,Darragh O'Keeffe,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Rhythmic Tune,1.03,M A Molloy,Daniel King,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Younowhatimean (IRE),1.03,E McCarthy,T E O'Connor,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Mr Erwitt (IRE),1.03,V T O'Brien,Simon Torrens,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Annalough (IRE),1.03,M M McNiff,Alan King,1
Limerick,Master Chefs Golden Vale Cup Handicap Hurdle (0-10,15:30:00,Kilkee Bay (IRE),1.04,E McNamara,Eoin Staples,21
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Native Warrior (GB),7.00,K R Burke,James Doyle,1
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Shout (IRE),7.20,S & E Crisford,Oisin Murphy,2
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Crown Of Oaks (GB),7.40,W J Haggas,Tom Marquand,3
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Cerulean Bay (IRE),15.50,D O'Meara,D Tudhope,4
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Fifth Column (USA),17.00,J & T Gosden,W Buick,5
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Holloway Boy (GB),18.00,K R Burke,C Lee,6
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Arisaig (GB),18.50,C Johnston,J P Spencer,7
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Greek Order (GB),20.00,M L W Bell,Jack Callan,8
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Ebt's Guard,20.00,W Muir & C Grassick,Lewis Edmunds,8
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Great Acclaim (GB),23.00,Eve Johnson Houghton,Charles Bishop,10
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Oliver Show (IRE),26.00,G Boughey,Billy Loughnane,11
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Bopedro (FR),29.00,D O'Meara,Mark Winn,12
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Godwinson (GB),29.00,W J Haggas,Cieren Fallon,12
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Orandi (FR),30.00,A J Martin,D Egan,14
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Tribal Chief (FR),32.00,D Menuisier,S M Levey,15
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Witch Hunter (FR),38.00,R Hannon,Joe Leavy,16
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Bobby Bennu (IRE),38.00,R Varian,Ray Dawson,16
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Hafeet Alain (IRE),50.00,E Walker,Ashley Lewis,18
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Theoryofeverything (GB),50.00,D O'Meara,Jason Watson,18
Ascot,Balmoral Handicap (Sponsored By Qipco) (Str),15:40:00,Golden Mind (IRE),100.00,R A Fahey,Warren Fentiman,20
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Now Maybe (IRE),1.10,Mrs J Harrington,Scott McCullagh,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Dawson Street (IRE),1.10,Charles Weld,N G McCullagh,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Circle Of Life (IRE),1.10,A P O'Brien,Ronan Whelan,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Never Ever (IRE),1.10,J P O'Brien,Declan McDonogh,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Unauthorized (GB),1.10,Aidan Melia,Rory Cleary,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Venturing (IRE),1.10,Donnacha O'Brien,P A Harnett,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Elm Creek (IRE),1.10,Donnacha O'Brien,Gavin Ryan,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Zenford,1.10,J P Murtagh,Seamie Heffernan,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Karrygrant,1.10,J P Murtagh,Ross Coakley,1
Leopardstown,Irish Stallion Farms EBF (C & G) Maiden,15:50:00,Druids Glen,2.10,A P O'Brien,J Cleary,10
Newton Abbot,Paul Ferguson's Jumpers To Follow Intermediate Cha,15:55:00,Blueking D'oroux,1.46,P F Nicholls,H Cobden,1
Newton Abbot,Paul Ferguson's Jumpers To Follow Intermediate Cha,15:55:00,Lookaway (IRE),5.70,N B King,J M Quinlan,2
Newton Abbot,Paul Ferguson's Jumpers To Follow Intermediate Cha,15:55:00,Riskintheground (IRE),6.80,D Skelton,Tristan Durrell,3
Newton Abbot,Paul Ferguson's Jumpers To Follow Intermediate Cha,15:55:00,Theformismighty (GB),16.00,D Skelton,C J Todd,4
Newton Abbot,Paul Ferguson's Jumpers To Follow Intermediate Cha,15:55:00,Gyenyame (GB),19.00,J Tizzard,Brendan Powell,5
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Nordic Glory (IRE),1.10,M J Attwater,Ryan Kavanagh,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,How's The Guvnor,1.10,J Candlish,George Wood,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Amerjeet (GB),1.10,I W McInnes,L Morris,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Massimo Blue (GB),1.10,George Baker,J Mitchell,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Juniper's Dream,1.10,P D Evans,P Cosgrave,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Watermelon Sugar (IRE),1.10,C Banham,Joey Haynes,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Initial Blue (IRE),1.10,R Hannon,Alec Voikhansky,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Dolly's Delight,1.10,I Furtado,J Fanning,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Ten Club (IRE),1.10,A Wintle,Finley Marsh,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Saffredi (GB),1.10,G Harris,William Carson,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Secret Road (IRE),1.10,L Williamson,Alfie Redman,1
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Bella Love (IRE),2.54,I Furtado,Jordan Nason,12
Wolverhampton (AW),Arc All-Weather 1MILLION Bonus Returns Handicap,15:59:00,Sam's Hope,6.20,Martin Dunne,Hollie Doyle,13
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Voladora Nora (IRE),1.03,J A Kinsella,Mr J C Barry,1
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Alaskan View (IRE),1.03,W J Martin,Mr Jamie Martin,1
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Lily Marlene,1.03,Paul Tobin,W Verling,1
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Samba Train (IRE),1.03,E Bolger,Miss A B O'Connor,1
Limerick,Irish Stallion Farms EBF Mares (Pro/Am) Flat Race,16:00:00,Ill Raise A Glass (IRE),1.03,M P Fitzgerald,Miss L Costello,1
